"id:ID","core","ct","described_value_domain","description","label","name","ordinal","role","simple_data_type","uri"
"2767","Exp","","","Used for continuous or numeric results or findings in standard format; copied in numeric format from LBSTRESC. LBSTRESN should store all numeric test results or findings.","Numeric Result/Finding in Standard Units","LBSTRESN","24","Result Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbstresn"
"2768","Exp","C71620","","Standardized unit used for LBSTRESC or LBSTRESN.","Standard Units","LBSTRESU","25","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbstresu"
"2769","Exp","","","Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units. Should be populated only for continuous results.","Reference Range Lower Limit-Std Units","LBSTNRLO","26","Variable Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbstnrlo"
"2770","Exp","","","Upper end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.","Reference Range Upper Limit-Std Units","LBSTNRHI","27","Variable Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbstnrhi"
"2771","Perm","","","For normal range values that are character in ordinal scale or if categorical ranges were supplied. Examples: ""-1 to +1"", ""NEGATIVE TO TRACE"".","Reference Range for Char Rslt-Std Units","LBSTNRC","28","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbstnrc"
"2772","Exp","C78736","","Indicates where the value falls with respect to reference range defined by LBORNRLO and LBORNRHI, LBSTNRLO and LBSTNRHI, or by LBSTNRC. Examples: ""NORMAL"", ""ABNORMAL"", ""HIGH"", ""LOW"". Sponsors should specify in the study metadata (Comments column in the Define-XML document) whether LBNRIND refers to the original or standard reference ranges and results. LBNRIND is not used to indicate clinical significance.","Reference Range Indicator","LBNRIND","29","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbnrind"
"2773","Perm","C66789","","Used to indicate exam not done. Should be null if a result exists in LBORRES.","Completion Status","LBSTAT","30","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbstat"
"2774","Perm","","","Describes why a measurement or test was not performed. Examples: ""BROKEN EQUIPMENT"", ""SUBJECT REFUSED"", or ""SPECIMEN LOST"". Used in conjunction with LBSTAT when value is ""NOT DONE"".","Reason Test Not Done","LBREASND","31","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbreasnd"
"2775","Perm","","","The name or identifier of the laboratory that performed the test.","Vendor Name","LBNAM","32","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbnam"
"2776","Perm","","LOINC","Code for the lab test from the LOINC code system. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the Define-XML external codelist attributes.","LOINC Code","LBLOINC","33","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbloinc"
"2777","Perm","C78734","","Defines the type of specimen used for a measurement. Examples: ""SERUM"", ""PLASMA"", ""URINE"".","Specimen Type","LBSPEC","34","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbspec"
"2778","Perm","C78733","","The physical state or quality of a sample for an assessment. Examples: ""HEMOLYZED"", ""ICTERIC"", ""LIPEMIC"".","Specimen Condition","LBSPCCND","35","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbspccnd"
"2779","Perm","C66742","","Describes the usability of the specimen for the test. The value will be ""N"" if the specimen is not usable, and null if the specimen is usable.","Specimen Usability for the Test","LBSPCUFL","36","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbspcufl"
"2780","Perm","C85492","","Method of the test or examination. Examples: ""EIA"" (enzyme immunoassay), ""ELECTROPHORESIS"", ""DIPSTICK"".","Method of Test or Examination","LBMETHOD","37","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbmethod"
"2781","Perm","C160922","","Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g., a calculation used to measure eGFR).","Analysis Method","LBANMETH","38","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbanmeth"
"2782","Perm","C179589","","The sensitivity of the test methodology with respect to observation, detection, or quantification.","Test Method Sensitivity","LBTMTHSN","39","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbtmthsn"
"2783","Exp","C66742","","Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.","Last Observation Before Exposure Flag","LBLOBXFL","40","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lblobxfl"
"2784","Perm","C66742","","Indicator used to identify a baseline value. Should be ""Y"" or null. Note that LBBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset.","Baseline Flag","LBBLFL","41","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbblfl"
"2785","Perm","C66742","","Indicator used to identify fasting status. Examples: ""Y"", ""N"".","Fasting Status","LBFAST","42","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbfast"
"2786","Perm","C66742","","Used to indicate a derived record. The value should be ""Y"" or null. Records that represent the average of other records, or do not come from the CRF, or are not as originally received or collected are examples of records that might be derived for the submission datasets. If LBDRVFL=""Y"", then LBORRES may be null, with LBSTRESC and (if numeric) LBSTRESN having the derived value.","Derived Flag","LBDRVFL","43","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbdrvfl"
"2787","Perm","","","Description of toxicity quantified by LBTOXGR. The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the external codelist element in the Define-XML document.","Toxicity","LBTOX","44","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbtox"
"2788","Perm","","","Records toxicity grade value using a standard toxicity scale (e.g., the NCI CTCAE). If value is from a numeric scale, represent only the number (e.g., ""2"" not ""Grade 2""). The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the external codelist element in the Define-XML document.","Standard Toxicity Grade","LBTOXGR","45","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbtoxgr"
"2789","Perm","C66742","","Used to indicate whether a collected observation is clinically significant based on judgment.","Clinically Significant, Collected","LBCLSIG","46","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbclsig"
"2790","Exp","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","47","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/visitnum"
"2791","Perm","","","Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.","Visit Name","VISIT","48","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/visit"
"2792","Perm","","","Planned study day of the visit based upon RFSTDTC in Demographics.","Planned Study Day of Visit","VISITDY","49","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/visitdy"
"2793","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","50","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/taetord"
"2794","Perm","C99079","","Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected.","Epoch","EPOCH","51","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/epoch"
"2795","Exp","","ISO 8601 datetime or interval","Date/time of specimen collection represented in ISO 8601 character format.","Date/Time of Specimen Collection","LBDTC","52","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbdtc"
"2796","Perm","","ISO 8601 datetime or interval","End date/time of specimen collection represented in ISO 8601 character format.","End Date/Time of Specimen Collection","LBENDTC","53","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbendtc"
"2797","Perm","","","Study day of specimen collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Study Day of Specimen Collection","LBDY","54","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbdy"
"2798","Perm","","","Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.","Study Day of End of Observation","LBENDY","55","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbendy"
"2799","Perm","","","Text description of time when specimen should be taken. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See LBTPTNUM and LBTPTREF. Examples: ""Start"", ""5 min post"".","Planned Time Point Name","LBTPT","56","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbtpt"
"2800","Perm","","","Numerical version of LBTPT to aid in sorting.","Planned Time Point Number","LBTPTNUM","57","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbtptnum"
"2801","Perm","","ISO 8601 duration","Planned elapsed time (in ISO 8601) relative to a planned fixed reference (LBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable. Represented as ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by LBTPTREF, ""PT8H"" to represent the period of 8 hours after the reference point indicated by LBTPTREF.","Planned Elapsed Time from Time Point Ref","LBELTM","58","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbeltm"
"2802","Perm","","","Name of the fixed reference point referred to by LBELTM, LBTPTNUM, and LBTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".","Time Point Reference","LBTPTREF","59","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbtptref"
"2803","Perm","","ISO 8601 datetime or interval","Date/time of the reference time point, LBTPTREF.","Date/Time of Reference Time Point","LBRFTDTC","60","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbrftdtc"
"2804","Perm","C66742","","An indication that the specimen was collected at a single point in time. The value is ""Y"" or null. The intent of this variable in the LB domain is to aid mapping to LOINC codes in the dataset, when LOINC part ""Time Aspect"" = ""Pt"".","Point in Time Flag","LBPTFL","61","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbptfl"
"2805","Perm","","ISO 8601 duration","Planned duration of specimen collection. If LBPTFL is ""Y"" then LBPDUR is null.","Planned Duration","LBPDUR","62","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/lb/lbpdur"
"2806","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/studyid"
"2807","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/domain"
"2808","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/usubjid"
"2809","Perm","","","Identification of a focus of study-specific interest on or within a subject or specimen as called out in the protocol for which a measurement, test, or examination was performed. The value in this variable should have inherent semantic meaning.","Focus of Study-Specific Interest","FOCID","4","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/focid"
"2810","Req","","","Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number.","Sequence Number","MBSEQ","5","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbseq"
"2811","Perm","","","Optional group identifier, used to link together a block of related records within a subject in a domain.","Group ID","MBGRPID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbgrpid"
"2812","Perm","","","Internal or external specimen identifier (e.g., sample ID for a subject sample from which a microbial culture was generated).","Reference ID","MBREFID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbrefid"
"2813","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database.","Sponsor-Defined Identifier","MBSPID","8","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbspid"
"2814","Perm","","","Identifier used to link related records across domains. This may be a one-to-one or a one-to-many relationship. For example, it may be used to link genetic findings (in the PF domain) about a microbe to the original culture of that microbe (in MB), or to susceptibility records (in MS) if needed.","Link ID","MBLNKID","9","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mblnkid"
"2815","Perm","","","Identifier used to link related records across domains. This will usually be a many-to-one relationship.","Link Group ID","MBLNKGRP","10","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mblnkgrp"
"2816","Req","C120527","","Short name of the measurement, test, or finding described in MBTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MBTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MBTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""MCORGIDN"" for Microbial Organism Identification ""GMNCOC"" for Gram Negative Cocci.","Microbiology Test or Finding Short Name","MBTESTCD","11","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbtestcd"
"2817","Req","C120528","","Verbatim name of the test or examination used to obtain the measurement or finding. The value in MBTEST cannot be longer than 40 characters. Examples: ""Microbial Organism Identification"", ""Gram Negative Cocci"", ""HIV-1 RNA"".","Microbiology Test or Finding Name","MBTEST","12","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbtest"
"2818","Perm","C174225","","Further description of MBTESTCD and MBTEST. Example: ""VIRAL LOAD"" when MBTESTCD represents viral genetic material, such as ""HCRNA"", ""QUANTIFICATION"" when MBTESTCD represents any organism being quantified.","Measurement, Test or Examination Detail","MBTSTDTL","13","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbtstdtl"
"2819","Perm","","","Used to define a category of related records.","Category","MBCAT","14","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbcat"
"2820","Perm","","","Used to define a further categorization of MBCAT values.","Subcategory","MBSCAT","15","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbscat"
"2821","Exp","","","Result of the microbiology measurement or finding as originally received or collected. Examples for ""GRAM STAIN"" findings: ""+3 MODERATE"", ""+2 FEW"", ""<10"". Examples for ""CULTURE PLATE"" findings: ""KLEBSIELLA PNEUMONIAE"", ""STREPTOCOCCUS PNEUMONIAE"".","Result or Finding in Original Units","MBORRES","16","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mborres"
"2822","Perm","C71620","","Original unit for MBORRES. Example: ""mcg/mL"".","Original Units","MBORRESU","17","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mborresu"
"2823","Exp","","","Contains the result value for all findings copied or derived from MBORRES, in a standard format or standard units. MBSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MBSTRESN. For example, if a test has results ""+3 MODERATE"", ""MOD"", and ""MODERATE"" in MBORRES and these results effectively have the same meaning, they could be represented in standard format in MBSTRESC as ""MODERATE"".","Result or Finding in Standard Format","MBSTRESC","18","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbstresc"
"2824","Perm","","","Used for continuous or numeric results or findings in standard format; copied in numeric format from MBSTRESC. MBSTRESN should store all numeric test results or findings.","Numeric Result/Finding in Standard Units","MBSTRESN","19","Result Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbstresn"
"2825","Perm","C71620","","Standardized units used for MBSTRESC and MBSTRESN.","Standard Units","MBSTRESU","20","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbstresu"
"2826","Perm","","","Used to categorize the result of a finding in a standard format.","Result Category","MBRESCAT","21","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbrescat"
"2827","Perm","C66789","","Used to indicate that a question was not asked or a test was not done, or that a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE"".","Completion Status","MBSTAT","22","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbstat"
"2828","Perm","","","Reason not done. Used in conjunction with MBSTAT when value is NOT DONE. Examples: ""BROKEN EQUIPMENT"", ""SUBJECT REFUSED"".","Reason Not Done","MBREASND","23","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbreasnd"
"2829","Perm","","","Name or identifier of the vendor (e.g., laboratory) that provided the test results.","Laboratory/Vendor Name","MBNAM","24","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbnam"
"2830","Perm","","","Logical Observation Identifiers Names and Codes (LOINC) code for the topic variable (e.g., lab test).","LOINC Code","MBLOINC","25","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbloinc"
"2831","Perm","C78734","","Defines the type of specimen used for a measurement. Examples: ""SPUTUM"", ""BLOOD"", ""PUS"".","Specimen Material Type","MBSPEC","26","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbspec"
"2832","Perm","C78733","","Free or standardized text describing the condition of the specimen. Example: ""CONTAMINATED"".","Specimen Condition","MBSPCCND","27","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbspccnd"
"2833","Perm","C74456","","Anatomical location relevant to the collection of the measurement.","Specimen Collection Location","MBLOC","28","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbloc"
"2834","Perm","C99073","","Qualifier for specimen collection location further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL"".","Laterality","MBLAT","29","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mblat"
"2835","Perm","C99074","","Qualifier for specimen collection location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"".","Directionality","MBDIR","30","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbdir"
"2836","Exp","C85492","","Method of the test or examination. Examples: ""GRAM STAIN"", ""MICROBIAL CULTURE, LIQUID"", ""QUANTITATIVE REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION"".","Method of Test or Examination","MBMETHOD","31","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbmethod"
"2837","Perm","C66742","","Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.","Last Observation Before Exposure Flag","MBLOBXFL","32","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mblobxfl"
"2838","Perm","C66742","","Indicator used to identify a baseline value. Should be ""Y"" or null. Note that MBBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset.","Baseline Flag","MBBLFL","33","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbblfl"
"2839","Perm","C66742","","Indicator used to identify fasting status. Valid values include ""Y"", ""N"", ""U"", or null if not relevant.","Fasting Status","MBFAST","34","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbfast"
"2840","Perm","C66742","","Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null.","Derived Flag","MBDRVFL","35","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbdrvfl"
"2841","Exp","","","Clinical encounter number. Numeric version of VISIT, used for sorting.","Visit Number","VISITNUM","36","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/visitnum"
"2842","Perm","","","Protocol-defined description of a clinical encounter.","Visit Name","VISIT","37","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/visit"
"2843","Perm","","","Planned study day of VISIT. Should be an integer.","Planned Study Day of Visit","VISITDY","38","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/visitdy"
"2844","Perm","","","Number that gives the planned order of the element within the arm for the element which the specimen collection occurred.","Planned Order of Element within Arm","TAETORD","39","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/taetord"
"2845","Perm","C99079","","Epoch associated with the date/time at which the specimen was collected.","Epoch","EPOCH","40","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/epoch"
"2846","Exp","","ISO 8601 datetime or interval","Date/time of specimen collection.","Date/Time of Collection","MBDTC","41","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbdtc"
"2847","Perm","","","Study day of the specimen collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Study Day of Visit/Collection/Exam","MBDY","42","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbdy"
"2848","Perm","","","Text description of time when specimen should be taken. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MBTPTNUM and MBTPTREF. Examples: ""Start"", ""5 min post"".","Planned Time Point Name","MBTPT","43","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbtpt"
"2849","Perm","","","Numeric version of MBTPT used in sorting.","Planned Time Point Number","MBTPTNUM","44","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbtptnum"
"2850","Perm","","ISO 8601 duration","Planned elapsed time (in ISO 8601) relative to a planned fixed reference (MBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MBTPTREF.","Planned Elapsed Time from Time Point Ref","MBELTM","45","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbeltm"
"2851","Perm","","","Name of the fixed reference point referred to by MBELTM, MBTPTNUM, and MBTPT. Example: ""PREVIOUS DOSE"".","Time Point Reference","MBTPTREF","46","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbtptref"
"2852","Perm","","ISO 8601 datetime or interval","Date/time for a fixed reference time point, MBTPTREF.","Date/Time of Reference Time Point","MBRFTDTC","47","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mb/mbrftdtc"
"2853","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/studyid"
"2854","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/domain"
"2855","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/usubjid"
"2856","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","MISEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/miseq"
"2857","Perm","","","Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.","Group ID","MIGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/migrpid"
"2858","Perm","","","Internal or external specimen identifier. Example: specimen barcode number.","Reference ID","MIREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mirefid"
"2859","Perm","","","Sponsor-defined reference number. May be printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: line number from the MI Findings page.","Sponsor-Defined Identifier","MISPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mispid"
"2860","Req","C132263","","Short name of the measurement, test, or examination described in MITEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MITESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MITESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""HER2"", ""BRCA1"", ""TTF1"".","Microscopic Examination Short Name","MITESTCD","8","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mitestcd"
"2861","Req","C132262","","Verbatim name of the test or examination used to obtain the measurement or finding. The value in MITEST cannot be longer than 40 characters. Examples: ""Human Epidermal Growth Factor Receptor 2"", ""Breast Cancer Susceptibility Gene 1"", ""Thyroid Transcription Factor 1"".","Microscopic Examination Name","MITEST","9","Synonym Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mitest"
"2862","Perm","C125922","","Further description of the test performed in producing the MI result. This would be used to represent specific attributes, such as intensity score or percentage of cells displaying presence of the biomarker or compound.","Microscopic Examination Detail","MITSTDTL","10","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mitstdtl"
"2863","Perm","","","Used to define a category of related records.","Category for Microscopic Finding","MICAT","11","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/micat"
"2864","Perm","","","Used to define a further categorization of MICAT.","Subcategory for Microscopic Finding","MISCAT","12","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/miscat"
"2865","Exp","","","Result of the histopathology measurement or finding as originally received or collected.","Result or Finding in Original Units","MIORRES","13","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/miorres"
"2866","Perm","C71620","","Original unit for MIORRES.","Original Units","MIORRESU","14","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/miorresu"
"2867","Exp","","","Contains the result value for all findings, copied or derived from MIORRES in a standard format or standard units. MISTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MISTRESN.","Character Result/Finding in Std Format","MISTRESC","15","Result Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mistresc"
"2868","Perm","","","Used for continuous or numeric results or findings in standard format; copied in numeric format from MISTRESC. MISTRESN should store all numeric test results or findings.","Numeric Result/Finding in Standard Units","MISTRESN","16","Result Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mistresn"
"2869","Perm","C71620","","Standardized unit used for MISTRESC and MISTRESN.","Standard Units","MISTRESU","17","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mistresu"
"2870","Perm","","","Used to categorize the result of a finding. Examples: ""MALIGNANT"" or ""BENIGN"" for tumor findings.","Result Category","MIRESCAT","18","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mirescat"
"2871","Perm","C66789","","Used to indicate examination not done or result is missing. Should be null if a result exists in MIORRES or have a value of ""NOT DONE"" when MIORRES = ""NULL"".","Completion Status","MISTAT","19","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/mi/mistat"
